"year","date","rank","song","artist","binary","language","total_words","non_e_words","percent","unique","position","streams","spins","radio_rank"
2020,2020-05-02,11,"everything i wanted","billie eilish",0,"english",305,0,0,0,50,2961020,6755,7
2020,2020-05-02,12,"my oh my","camila cabello",0,"english",443,0,0,0,88,2199958,7126,5
2020,2020-05-02,13,"the bones","maren morris",0,"english",319,0,0,0,201,1433360,5326,11
2020,2020-05-02,14,"savage","megan thee stallion",0,"english",410,0,0,0,12,5458065,2575,33
2020,2020-05-02,15,"someone you loved","lewis capaldi",0,"english",323,0,0,0,36,3318795,3365,14
2020,2020-05-02,16,"i hope","gabby barrett",0,"english",471,0,0,0,134,1759260,3212,17
2020,2020-05-02,17,"jump","dababy",0,"english",1108,0,0,1,24,4096538,207,501
2020,2020-05-02,18,"memories","maroon 5",0,"english",442,0,0,0,94,2104833,3273,16
2020,2020-05-02,19,"blueberry faygo","lil mosey",0,"english",549,0,0,0,3,9522253,1409,73
2020,2020-05-02,20,"nobody but you","blake shelton",0,"english",352,0,0,0,201,1433360,3154,18
2020,2020-05-02,21,"chasin you","morgan wallen",0,"english",325,0,0,0,95,2103306,3006,20
2020,2020-05-02,22,"roses","saint jhn",0,"english",346,0,0,0,6,6389361,1196,92
2020,2020-05-02,23,"falling","trevor daniel",0,"english",328,0,0,0,122,1890930,3106,19
2020,2020-05-02,24,"hot girl bummer","blackbear",0,"english",513,0,0,0,40,3201128,1904,52
2020,2020-05-02,25,"high fashion","roddy ricch",0,"english",629,4,0.64,0,23,4156745,2628,31
2020,2020-05-02,26,"roxanne","arizona zervas",0,"english",355,0,0,0,22,4229678,1236,89
2020,2020-05-02,27,"death bed","powfu",0,"english",457,0,0,0,13,5364748,1754,60
2020,2020-05-02,28,"heartless","the weeknd",0,"english",378,0,0,0,125,1838738,324,312
2020,2020-05-02,29,"heart on ice","rod wave",0,"english",262,0,0,0,60,2575635,686,154
2020,2020-05-02,30,"more hearts than mine","ingrid andress",0,"english",305,0,0,1,201,1433360,2798,25
2020,2020-05-02,31,"dance monkey","tones and i",0,"english",434,0,0,0,31,3679540,1642,63
2020,2020-05-02,32,"ballin","dj mustard",0,"english",577,5,0.87,0,32,3574629,2844,24
2020,2020-05-02,33,"find my way","dababy",0,"english",670,0,0,0,11,5523998,207,501
2020,2020-05-02,34,"ritmo bad boys for life","black eyed peas",0,"english",600,281,46.83,0,201,1433360,207,501
2020,2020-05-02,35,"at meh","playboi carti",0,"english",247,0,0,1,8,6233724,207,501
2020,2020-05-02,36,"im ready","sam smith",0,"english",322,0,0,1,21,4252414,207,501
2020,2020-05-02,37,"whats poppin","jack harlow",0,"english",529,2,0.38,0,7,6300831,798,141
2020,2020-05-02,38,"sunday best","surfaces",0,"english",236,0,0,0,16,4729533,1997,47
2020,2020-05-02,39,"break my heart","dua lipa",0,"english",505,0,0,0,47,2988019,2722,29
2020,2020-05-02,40,"does to me","luke combs",0,"english",384,0,0,0,201,1433360,2505,37
2020,2020-05-02,41,"10000 hours","dan and shay",0,"english",319,0,0,0,77,2348311,1892,53
2020,2020-05-02,42,"i love me","demi lovato",0,"english",472,0,0,0,201,1433360,2789,27
2020,2020-05-02,43,"bop","dababy",0,"english",708,0,0,0,43,3111849,2507,36
2020,2020-05-02,44,"pick up","dababy",0,"english",571,0,0,1,19,4321627,207,501
2020,2020-05-02,45,"level of concern","twenty one pilots",0,"english",423,0,0,0,53,2910660,2731,28
2020,2020-05-02,46,"stupid love","lady gaga",0,"english",335,0,0,0,201,1433360,2941,23
2020,2020-05-02,47,"i hope youre happy now","carly pearce",0,"english",224,0,0,0,201,1433360,2018,45
2020,2020-05-02,48,"no guidance","chris brown",0,"english",612,0,0,0,142,1696979,1771,58
2020,2020-05-02,49,"hard to forget","sam hunt",0,"english",410,0,0,0,201,1433360,1394,75
2020,2020-05-02,50,"nasty","dababy",0,"english",741,0,0,1,84,2210047,207,501
2020,2020-05-02,51,"beer cant fix","thomas rhett",0,"english",336,0,0,0,201,1433360,2525,35
2020,2020-05-02,52,"catch","brett young",0,"english",365,0,0,0,201,1433360,2249,41
2020,2020-05-02,53,"lightskin shit","dababy",0,"english",467,0,0,1,49,2961772,207,501
2020,2020-05-02,54,"dior","pop smoke",0,"english",472,0,0,0,172,1519331,1167,93
2020,2020-05-02,55,"in your eyes","the weeknd",0,"english",325,0,0,0,34,3470780,2397,39
2020,2020-05-02,56,"after a few","travis denning",0,"english",312,0,0,0,201,1433360,2245,42
2020,2020-05-02,57,"before you go","lewis capaldi",0,"english",323,0,0,0,78,2300918,1918,50
2020,2020-05-02,58,"slide","her",0,"english",560,6,1.07,0,201,1433360,2659,30
2020,2020-05-02,59,"supalonely","benee",0,"english",391,0,0,0,25,4021705,1705,61
2020,2020-05-02,60,"sum 2 prove","lil baby",0,"english",901,1,0.11,0,110,1969162,811,138
2020,2020-05-02,61,"more than my hometown","morgan wallen",0,"english",422,0,0,0,57,2627370,207,501
2020,2020-05-02,62,"best on earth","russ",0,"english",485,0,0,0,201,1433360,2999,22
2020,2020-05-02,63,"cant stop","dababy",0,"english",929,0,0,1,54,2758451,207,501
2020,2020-05-02,64,"blame it on baby","dababy",0,"english",649,0,0,1,42,3116742,207,501
2020,2020-05-02,65,"walk em down","nle choppa",0,"english",563,1,0.18,0,14,4847877,340,292
2020,2020-05-02,66,"godzilla","eminem",0,"english",952,1,0.11,0,35,3403214,607,167
2020,2020-05-02,67,"heartless","diplo",0,"english",386,0,0,0,125,1838738,207,501
2020,2020-05-02,68,"yo perreo sola","bad bunny",1,"spanish",397,397,100,0,55,2710102,207,501
2020,2020-05-02,69,"sad shit","dababy",0,"english",718,0,0,1,62,2563037,207,501
2020,2020-05-02,70,"tusa","karol g",1,"spanish",431,312,72.39,0,194,1454905,386,255
2020,2020-05-02,71,"drop","dababy",0,"english",568,0,0,1,63,2543149,207,501
2020,2020-05-02,72,"out west","jackboys",0,"english",492,0,0,0,66,2523199,1399,74
2020,2020-05-02,73,"slow dance in a parking lot","jordan davis",0,"english",277,0,0,0,201,1433360,207,501
2020,2020-05-02,74,"talk about it","dababy",0,"english",724,0,0,1,68,2441130,207,501
2020,2020-05-02,75,"believe it","partynextdoor",0,"english",387,0,0,0,96,2097175,1482,68
2020,2020-05-02,76,"pussy fairy","jhene aiko",0,"english",351,0,0,0,201,1433360,596,170
2020,2020-05-02,77,"if the world was ending","jp saxe",0,"english",464,0,0,0,52,2913814,681,155
2020,2020-05-02,78,"turks","nav",0,"english",660,0,0,0,27,3984993,483,208
2020,2020-05-02,79,"come thru","summer walker",0,"english",422,0,0,0,201,1433360,2793,26
2020,2020-05-02,80,"you should be sad","halsey",0,"english",391,0,0,0,93,2106683,437,229
2020,2020-05-02,81,"homemade","jake owen",0,"english",281,0,0,0,201,1433360,1392,76
2020,2020-05-02,82,"bluebird","miranda lambert",0,"english",308,0,0,0,201,1433360,1106,102
2020,2020-05-02,83,"be a light","thomas rhett",0,"english",273,0,0,0,201,1433360,1080,106
2020,2020-05-02,84,"emotionally scarred","lil baby",0,"english",735,0,0,0,133,1766404,207,501
2020,2020-05-02,85,"champion","dababy",0,"english",498,0,0,1,79,2280564,207,501
2020,2020-05-02,86,"i dare you","kelly clarkson",0,"english",265,0,0,1,201,1433360,207,501
2020,2020-05-02,87,"here and now","kenny chesney",0,"english",311,0,0,0,201,1433360,1675,62
2020,2020-05-02,88,"myron","lil uzi vert",0,"english",790,0,0,0,30,3704674,207,501
2020,2020-05-02,89,"in between","scotty mccreery",0,"english",277,0,0,0,201,1433360,1476,69
2020,2020-05-02,90,"broke in a minute","tory lanez",0,"english",384,0,0,0,48,2977339,207,501
2020,2020-05-02,91,"that way","lil uzi vert",0,"english",524,0,0,0,45,3065329,585,173
2020,2020-05-02,92,"after party","don toliver",0,"english",458,0,0,0,38,3278620,207,501
2020,2020-05-02,93,"july","noah cyrus",0,"english",187,0,0,0,106,2007113,719,148
2020,2020-05-02,94,"die from a broken heart","maddie and tae",0,"english",292,0,0,0,201,1433360,1157,95
2020,2020-05-02,95,"ride it","regard",0,"english",433,3,0.69,0,201,1433360,1800,57
2020,2020-05-02,96,"captain hook","megan thee stallion",0,"english",692,2,0.29,0,160,1561759,207,501
2020,2020-05-02,97,"god whispered your name","keith urban",0,"english",288,16,5.56,0,201,1433360,1310,81
2020,2020-05-02,98,"ptsd","g herbo",0,"english",642,0,0,0,33,3475726,207,501
2020,2020-05-02,99,"safaera","bad bunny",1,"spanish",711,711,100,0,70,2391813,207,501
2020,2020-05-02,100,"girl of my dreams","rod wave",0,"english",347,0,0,0,201,1433360,207,501
2020,2020-05-09,1,"the scotts","the scotts",0,"english",301,0,0,1,1,18915488,445,234
2020,2020-05-09,2,"blinding lights","the weeknd",0,"english",259,0,0,0,6,8613330,9800,1
2020,2020-05-09,3,"toosie slide","drake",0,"english",608,0,0,0,3,8951031,2653,31
2020,2020-05-09,4,"savage","megan thee stallion",0,"english",410,0,0,0,56,2638062,507,199
2020,2020-05-09,5,"the box","roddy ricch",0,"english",540,3,0.56,0,7,8078179,7164,5
2020,2020-05-09,6,"say so","doja cat",0,"english",460,0,0,0,11,5977707,8660,2
2020,2020-05-09,7,"dont start now","dua lipa",0,"english",278,0,0,0,15,4911547,7532,4
2020,2020-05-09,8,"circles","post malone",0,"english",314,0,0,0,18,4761020,5912,9
2020,2020-05-09,9,"intentions","justin bieber",0,"english",470,0,0,0,20,4499814,5899,10
2020,2020-05-09,10,"adore you","harry styles",0,"english",303,0,0,0,25,3994231,6687,6
2020,2020-05-09,11,"righteous","juice wrld",0,"english",328,0,0,1,2,11865922,211,501
2020,2020-05-09,12,"life is good","future",0,"english",785,0,0,0,21,4443223,2215,42
2020,2020-05-09,13,"my oh my","camila cabello",0,"english",443,0,0,0,88,2091535,7767,3
2020,2020-05-09,14,"rockstar","dababy",0,"english",656,0,0,0,5,8650518,213,498
2020,2020-05-09,15,"the bones","maren morris",0,"english",319,0,0,0,201,1406943,5367,11
2020,2020-05-09,16,"everything i wanted","billie eilish",0,"english",305,0,0,0,49,2865384,6394,8
2020,2020-05-09,17,"someone you loved","lewis capaldi",0,"english",323,0,0,0,36,3252801,3264,18
2020,2020-05-09,18,"nobody but you","blake shelton",0,"english",352,0,0,0,185,1443311,3466,15
2020,2020-05-09,19,"i hope","gabby barrett",0,"english",471,0,0,0,105,1932707,2931,23
2020,2020-05-09,20,"blueberry faygo","lil mosey",0,"english",549,0,0,0,4,8847895,1824,53
2020,2020-05-09,21,"memories","maroon 5",0,"english",442,0,0,0,89,2072083,2896,24
2020,2020-05-09,22,"chasin you","morgan wallen",0,"english",325,0,0,0,80,2125289,3266,17
2020,2020-05-09,23,"roses","saint jhn",0,"english",346,0,0,0,9,6306455,1650,62
2020,2020-05-09,24,"falling","trevor daniel",0,"english",328,0,0,0,111,1862484,3338,16
2020,2020-05-09,25,"high fashion","roddy ricch",0,"english",629,4,0.64,0,26,3925786,3160,19
2020,2020-05-09,26,"death bed","powfu",0,"english",457,0,0,0,16,4902544,2304,39
2020,2020-05-09,27,"hot girl bummer","blackbear",0,"english",513,0,0,0,37,3208984,1727,58
2020,2020-05-09,28,"sunday best","surfaces",0,"english",236,0,0,0,19,4577860,2310,38
2020,2020-05-09,29,"ritmo bad boys for life","black eyed peas",0,"english",600,281,46.83,0,201,1406943,211,501
2020,2020-05-09,30,"does to me","luke combs",0,"english",384,0,0,0,201,1406943,2709,28
2020,2020-05-09,31,"heart on ice","rod wave",0,"english",262,0,0,0,62,2422916,716,151
2020,2020-05-09,32,"ballin","dj mustard",0,"english",577,5,0.87,0,32,3411346,2770,27
2020,2020-05-09,33,"roxanne","arizona zervas",0,"english",355,0,0,0,22,4110437,893,123
2020,2020-05-09,34,"dance monkey","tones and i",0,"english",434,0,0,0,38,3206326,1291,83
2020,2020-05-09,35,"whats poppin","jack harlow",0,"english",529,2,0.38,0,10,6042451,993,109
2020,2020-05-09,36,"break my heart","dua lipa",0,"english",505,0,0,0,46,3037044,3016,22
2020,2020-05-09,37,"heartless","the weeknd",0,"english",378,0,0,0,131,1739297,256,410
2020,2020-05-09,38,"highest in the room","travis scott",0,"english",360,3,0.83,0,13,5599305,692,156
2020,2020-05-09,39,"i hope youre happy now","carly pearce",0,"english",224,0,0,0,171,1485455,2106,46
2020,2020-05-09,40,"beer cant fix","thomas rhett",0,"english",336,0,0,0,201,1406943,2781,26
2020,2020-05-09,41,"level of concern","twenty one pilots",0,"english",423,0,0,0,64,2414132,3148,20
2020,2020-05-09,42,"i love me","demi lovato",0,"english",472,0,0,0,201,1406943,2853,25
2020,2020-05-09,43,"more hearts than mine","ingrid andress",0,"english",305,0,0,0,201,1406943,2189,44
2020,2020-05-09,44,"after a few","travis denning",0,"english",312,0,0,0,201,1406943,2426,35
2020,2020-05-09,45,"all in","lil baby",0,"english",464,2,0.43,1,79,2169952,211,501
2020,2020-05-09,46,"10000 hours","dan and shay",0,"english",319,0,0,0,66,2334614,1708,60
2020,2020-05-09,47,"hard to forget","sam hunt",0,"english",410,0,0,0,201,1406943,1592,66
2020,2020-05-09,48,"supalonely","benee",0,"english",391,0,0,0,24,4016157,2128,45
2020,2020-05-09,49,"goosebumps","travis scott",0,"english",550,0,0,1,8,6351723,211,501
2020,2020-05-09,50,"before you go","lewis capaldi",0,"english",323,0,0,0,60,2434783,2082,47
2020,2020-05-09,51,"in your eyes","the weeknd",0,"english",325,0,0,0,42,3140698,2597,34
2020,2020-05-09,52,"dior","pop smoke",0,"english",472,0,0,0,175,1467938,1230,89
2020,2020-05-09,53,"sum 2 prove","lil baby",0,"english",901,1,0.11,0,129,1757496,870,129
2020,2020-05-09,54,"slide","her",0,"english",560,6,1.07,0,201,1406943,2219,41
2020,2020-05-09,55,"catch","brett young",0,"english",365,0,0,0,201,1406943,2034,49
2020,2020-05-09,56,"walk em down","nle choppa",0,"english",563,1,0.18,0,17,4787737,468,219
2020,2020-05-09,57,"heartless","diplo",0,"english",386,0,0,0,131,1739297,251,419
2020,2020-05-09,58,"jump","dababy",0,"english",1108,0,0,0,98,1962329,211,501
2020,2020-05-09,59,"if the world was ending","jp saxe",0,"english",464,0,0,0,47,2965971,838,137
2020,2020-05-09,60,"out west","jackboys",0,"english",492,0,0,0,57,2586298,1583,68
2020,2020-05-09,61,"stupid love","lady gaga",0,"english",335,0,0,0,201,1406943,1744,57
2020,2020-05-09,62,"yo perreo sola","bad bunny",1,"spanish",397,397,100,0,54,2659221,211,501
2020,2020-05-09,63,"im ready","sam smith",0,"english",322,0,0,0,53,2667473,211,501
2020,2020-05-09,64,"pussy fairy","jhene aiko",0,"english",351,0,0,0,201,1406943,710,153
2020,2020-05-09,65,"sasuke","lil uzi vert",0,"english",865,20,2.31,1,44,3060212,211,501
2020,2020-05-09,66,"godzilla","eminem",0,"english",952,1,0.11,0,41,3155726,469,217
2020,2020-05-09,67,"find my way","dababy",0,"english",670,0,0,0,35,3306446,211,501
2020,2020-05-09,68,"cool again","kane brown",0,"english",287,0,0,0,159,1552232,581,176
2020,2020-05-09,69,"believe it","partynextdoor",0,"english",387,0,0,0,121,1802738,1647,63
2020,2020-05-09,70,"bluebird","miranda lambert",0,"english",308,0,0,0,201,1406943,1241,87
2020,2020-05-09,71,"emotionally scarred","lil baby",0,"english",735,0,0,0,143,1642571,239,445
2020,2020-05-09,72,"you should be sad","halsey",0,"english",391,0,0,0,81,2123946,265,392
2020,2020-05-09,73,"here and now","kenny chesney",0,"english",311,0,0,0,201,1406943,1782,55
2020,2020-05-09,74,"turks","nav",0,"english",660,0,0,0,29,3716696,504,200
2020,2020-05-09,75,"be a light","thomas rhett",0,"english",273,0,0,0,201,1406943,1170,95
2020,2020-05-09,76,"slow dance in a parking lot","jordan davis",0,"english",277,0,0,0,201,1406943,211,501
2020,2020-05-09,77,"come thru","summer walker",0,"english",422,0,0,0,201,1406943,2647,32
2020,2020-05-09,78,"after party","don toliver",0,"english",458,0,0,0,27,3828278,211,501
2020,2020-05-09,79,"homemade","jake owen",0,"english",281,0,0,0,201,1406943,1213,91
2020,2020-05-09,80,"ride it","regard",0,"english",433,3,0.69,0,201,1406943,1943,51
2020,2020-05-09,81,"god whispered your name","keith urban",0,"english",288,16,5.56,0,201,1406943,1392,78
2020,2020-05-09,82,"in between","scotty mccreery",0,"english",277,0,0,0,201,1406943,1562,70
2020,2020-05-09,83,"aint easy","youngboy never broke again",0,"english",414,0,0,1,201,1406943,211,501
2020,2020-05-09,84,"party girl","staysolidrocky",0,"english",450,3,0.67,0,94,2009911,211,501
2020,2020-05-09,85,"die from a broken heart","maddie and tae",0,"english",292,0,0,0,201,1406943,1211,92
2020,2020-05-09,86,"diamonds","youngboy never broke again",0,"english",668,0,0,1,201,1406943,211,501
2020,2020-05-09,87,"myron","lil uzi vert",0,"english",790,0,0,0,30,3444082,211,501
2020,2020-05-09,88,"july","noah cyrus",0,"english",187,0,0,0,92,2027994,915,119
2020,2020-05-09,89,"captain hook","megan thee stallion",0,"english",692,2,0.29,0,139,1686452,211,501
2020,2020-05-09,90,"bout my business","youngboy never broke again",0,"english",553,0,0,1,201,1406943,211,501
2020,2020-05-09,91,"that way","lil uzi vert",0,"english",524,0,0,0,55,2639021,810,140
2020,2020-05-09,92,"rough ryder","youngboy never broke again",0,"english",637,0,0,1,201,1406943,211,501
2020,2020-05-09,93,"bs","jhene aiko",0,"english",469,0,0,0,164,1517449,211,501
2020,2020-05-09,94,"underdog","alicia keys",0,"english",372,0,0,0,201,1406943,595,173
2020,2020-05-09,95,"i love my country","florida georgia line",0,"english",348,0,0,0,201,1406943,1349,80
2020,2020-05-09,96,"nasty","dababy",0,"english",741,0,0,0,201,1406943,211,501
2020,2020-05-09,97,"drinking alone","carrie underwood",0,"english",423,0,0,0,201,1406943,329,308
2020,2020-05-09,98,"ptsd","g herbo",0,"english",642,0,0,0,31,3416246,211,501
2020,2020-05-09,99,"thug of spades","youngboy never broke again",0,"english",655,0,0,1,134,1719292,211,501
2020,2020-05-09,100,"safaera","bad bunny",1,"spanish",711,711,100,0,71,2292570,211,501
2020,2020-05-16,1,"say so","doja cat",0,"english",460,0,0,1,13,9615505,7286,2
2020,2020-05-16,2,"savage","megan thee stallion",0,"english",410,0,0,0,33,3616928,1060,91
2020,2020-05-16,3,"blinding lights","the weeknd",0,"english",259,0,0,0,7,7927766,7632,1
2020,2020-05-16,4,"toosie slide","drake",0,"english",608,0,0,0,5,8252387,6202,3
2020,2020-05-16,5,"the box","roddy ricch",0,"english",540,3,0.56,0,8,6950524,5737,4
2020,2020-05-16,6,"dont start now","dua lipa",0,"english",278,0,0,0,22,4435123,5713,5
2020,2020-05-16,7,"pain 1993","drake",0,"english",463,4,0.86,1,27,4060499,181,501
2020,2020-05-16,8,"circles","post malone",0,"english",314,0,0,0,20,4519179,4504,10
2020,2020-05-16,9,"rockstar","dababy",0,"english",656,0,0,0,1,11199622,462,189
2020,2020-05-16,10,"intentions","justin bieber",0,"english",470,0,0,0,21,4467016,5093,7
2020,2020-05-16,11,"adore you","harry styles",0,"english",303,0,0,0,30,3826865,4875,8
2020,2020-05-16,12,"the scotts","the scotts",0,"english",301,0,0,0,2,10453442,867,113
2020,2020-05-16,13,"life is good","future",0,"english",785,0,0,0,25,4280518,1505,54
2020,2020-05-16,14,"chicago freestyle","drake",0,"english",564,0,0,1,38,3332154,181,501
2020,2020-05-16,15,"the bones","maren morris",0,"english",319,0,0,0,201,1469378,4571,9
2020,2020-05-16,16,"my oh my","camila cabello",0,"english",443,0,0,0,102,1928619,5686,6
2020,2020-05-16,17,"everything i wanted","billie eilish",0,"english",305,0,0,0,62,2585909,4265,11
2020,2020-05-16,18,"someone you loved","lewis capaldi",0,"english",323,0,0,0,45,3090378,2447,24
2020,2020-05-16,19,"d4l","future",0,"english",451,3,0.67,1,132,1778269,181,501
2020,2020-05-16,20,"roses","saint jhn",0,"english",346,0,0,0,11,6015351,1728,42
2020,2020-05-16,21,"i hope","gabby barrett",0,"english",471,0,0,0,124,1832659,2362,25
2020,2020-05-16,22,"blueberry faygo","lil mosey",0,"english",549,0,0,0,6,8119694,1858,38
2020,2020-05-16,23,"chasin you","morgan wallen",0,"english",325,0,0,0,77,2178585,3048,14
2020,2020-05-16,24,"nobody but you","blake shelton",0,"english",352,0,0,0,201,1469378,3075,13
2020,2020-05-16,25,"not you too","drake",0,"english",385,0,0,1,201,1469378,181,501
2020,2020-05-16,26,"memories","maroon 5",0,"english",442,0,0,0,97,1964135,2279,26
2020,2020-05-16,27,"desires","drake",0,"english",575,8,1.39,1,141,1720482,181,501
2020,2020-05-16,28,"falling","trevor daniel",0,"english",328,0,0,0,147,1711509,2786,19
2020,2020-05-16,29,"be kind","marshmello",0,"english",361,0,0,1,23,4337547,912,103
